"TEMPERATURE.1.","TEMPERATURE.2.","TEMPERATURE.3.","TEMPERATURE.4.","TEMPERATURE.5.","TEMPERATURE.6.","TEMPERATURE.7.","TEMPERATURE.8.","TEMPERATURE.9.","TEMPERATURE.10.","TEMPERATURE.11.","TEMPERATURE.12.","TEMPERATURE.13.","TEMPERATURE.14.","TEMPERATURE.15.","TEMPERATURE.16.","TEMPERATURE.17.","TEMPERATURE.18.","TEMPERATURE.19.","TEMPERATURE.20.","TEMPERATURE.21.","TEMPERATURE.22.","TEMPERATURE.23.","TEMPERATURE.24.","TEMPERATURE.25.","TEMPERATURE.26.","TEMPERATURE.27.","TEMPERATURE.28.","TEMPERATURE.29.","TEMPERATURE.30.","TEMPERATURE.31.","TEMPERATURE.32.","TEMPERATURE.33.","TEMPERATURE.34.","TEMPERATURE.35.","TEMPERATURE.36.","TEMPERATURE.37.","TEMPERATURE.38.","TEMPERATURE.39.","TEMPERATURE.40.","TEMPERATURE.41.","TEMPERATURE.42.","TEMPERATURE.43.","TEMPERATURE.44.","TEMPERATURE.45.","TEMPERATURE.46.","TEMPERATURE.47.","TEMPERATURE.48.","TEMPERATURE.49.","TEMPERATURE.50."
"31",4.835888,4.8323134,4.8294498,4.8254785,4.8207022,4.8149083,4.807636,4.8013137,4.7971067,4.7940515,4.7915217,4.7894848,4.7877079,4.7861238,4.7847048,4.783376,4.7821569,4.7809888,4.7799284,4.7788952,4.77795,4.7770353,4.7762177,4.7754261,4.7746723,4.7739652,4.7732934,4.7726198,4.7719741,4.7713123,4.7707054,4.770135,4.7695614,4.7688587,4.7683352,4.7678807,4.7673963,4.767056,4.766755,4.7664689,4.7662135,4.7659983,4.7657957,4.7656001,4.7654086,4.7652194,4.7650308,4.7648422,4.7646532,4.7644686
"32",4.8736004,4.8734718,4.8732854,4.873099,4.8729346,4.8727907,4.8726578,4.872539,4.8724302,4.8723278,4.8722307,4.8721376,4.8720474,4.87196,4.8718752,4.8717927,4.871712,4.871632,4.8715532,4.8714758,4.8713997,4.8713249,4.8712512,4.8711787,4.8711072,4.8710366,4.8709656,4.8708939,4.8708209,4.8707458,4.8706672,4.8705814,4.8704755,4.8703821,4.8703124,4.8702522,4.8701984,4.8701491,4.8701033,4.8700601,4.8700187,4.8699784,4.869939,4.8699004,4.8698627,4.8698258,4.8697898,4.8697553,4.8697238,4.8697016
"33",4.8938269,4.8943093,4.8945052,4.8945979,4.8946539,4.8946981,4.8947318,4.8947568,4.8947751,4.8947883,4.8947975,4.8948036,4.8948072,4.8948088,4.8948089,4.8948077,4.8948055,4.8948025,4.8947989,4.8947949,4.8947905,4.8947858,4.8947811,4.8947763,4.8947715,4.8947668,4.8947624,4.8947584,4.8947546,4.8947512,4.894748,4.894745,4.8947422,4.8947396,4.8947371,4.8947347,4.8947324,4.8947301,4.8947278,4.8947257,4.8947236,4.8947215,4.8947195,4.8947176,4.8947158,4.8947143,4.8947132,4.8947129,4.8947144,4.8947216
"34",4.9048073,4.9046888,4.9045316,4.9043776,4.9042383,4.9041245,4.9040294,4.9039446,4.9038706,4.9038032,4.90374,4.9036802,4.9036234,4.9035692,4.9035176,4.9034683,4.9034213,4.9033765,4.9033338,4.9032932,4.9032545,4.9032177,4.9031828,4.9031497,4.9031183,4.9030886,4.9030594,4.9030308,4.9030026,4.9029749,4.9029476,4.9029206,4.9028938,4.9028673,4.9028409,4.9028144,4.902788,4.9027613,4.9027345,4.9027073,4.9026798,4.902652,4.9026237,4.9025951,4.9025659,4.9025362,4.902506,4.9024757,4.902446,4.9024213
"35",4.9401851,4.9379484,4.9340571,4.9314361,4.9295383,4.9278904,4.926381,4.9249138,4.9237327,4.9226179,4.9215888,4.9205388,4.9194537,4.9183416,4.9171722,4.9159458,4.9145766,4.9130817,4.9115099,4.909892,4.9081525,4.9061494,4.904449,4.9028756,4.9013111,4.8998057,4.8983476,4.8969714,4.8957374,4.8947454,4.8939525,4.8932763,4.8926685,4.8920989,4.891552,4.8910149,4.8903779,4.8898542,4.8893911,4.888849,4.8883691,4.8879657,4.8875621,4.8873779,4.8873207,4.8872881,4.8872657,4.8872495,4.8872432,4.8872599
"36",5.0286491,5.0278585,5.0272327,5.0267241,5.0262873,5.0258975,5.0255411,5.0252098,5.0248985,5.0246036,5.0243228,5.0240541,5.0237962,5.023548,5.0233087,5.023075,5.0228446,5.0226133,5.0223784,5.0221383,5.0218777,5.0216006,5.0213136,5.0210112,5.020695,5.0203629,5.0199946,5.0196243,5.0192324,5.0188104,5.018353,5.0178389,5.0171169,5.0162344,5.0150048,5.0136966,5.0120042,5.0098395,5.0074972,5.0053721,5.0033213,5.0011364,4.99813,4.9940938,4.9894826,4.9839045,4.9797362,4.9770468,4.9756365,4.9748671
"37",5.1640767,5.1613983,5.1588173,5.1571538,5.1559333,5.1548966,5.1540692,5.153366,5.1527442,5.1521799,5.1516577,5.1511447,5.1506762,5.150228,5.1497998,5.1493723,5.1489553,5.1485653,5.1481837,5.1478043,5.1474294,5.147066,5.1466992,5.1463363,5.1459685,5.1455983,5.1452124,5.1448006,5.144363,5.1439058,5.1434137,5.1428751,5.1422149,5.1416228,5.1410221,5.1403991,5.1396887,5.1389985,5.1382911,5.13748,5.1365381,5.1351263,5.1338612,5.1321392,5.1306009,5.129182,5.1279394,5.1268588,5.1258764,5.1251771
"38",5.2801517,5.2791018,5.2784172,5.2779003,5.2774784,5.2771174,5.2767993,5.2765133,5.2762526,5.2760127,5.2757902,5.2755813,5.2753825,5.2751938,5.275014,5.2748422,5.2746774,5.2745189,5.2743661,5.2742179,5.2740739,5.2739335,5.273796,5.273661,5.2735283,5.2733974,5.2732646,5.2731301,5.2729938,5.2728552,5.2727169,5.2725787,5.2724386,5.2722948,5.2721463,5.271992,5.2718303,5.2716591,5.2714752,5.2712735,5.271045,5.2705735,5.2701538,5.2696308,5.268922,5.2682487,5.2676436,5.2669759,5.2662725,5.2658042
"39",5.5240135,5.5191493,5.5141372,5.5108169,5.508281,5.5058949,5.5030825,5.5003717,5.4974833,5.4943623,5.4911369,5.4872833,5.4827939,5.4780267,5.4737179,5.4689655,5.4651188,5.4613531,5.4567281,5.4511175,5.4449611,5.4389125,5.4343734,5.4306868,5.4274002,5.4245707,5.4219451,5.419507,5.4172281,5.4150731,5.4129615,5.4108948,5.4089511,5.406962,5.4043955,5.4018296,5.3991488,5.3958956,5.3929942,5.3903102,5.387754,5.3852069,5.3829842,5.3809759,5.3791567,5.377758,5.3767518,5.3759752,5.3753866,5.374898
"40",5.6979788,5.6947783,5.6929518,5.6916422,5.690608,5.6897458,5.6890023,5.6883463,5.6877581,5.6872245,5.6867362,5.6862792,5.6858477,5.6854382,5.6850466,5.6846696,5.6843041,5.6839465,5.683593,5.6832413,5.6828853,5.6825272,5.6821655,5.6817985,5.6814249,5.6810429,5.6806465,5.6802344,5.6798047,5.6793556,5.6788853,5.6783906,5.6778656,5.6772307,5.6765897,5.6759189,5.6746044,5.6734108,5.6721155,5.6706839,5.6685729,5.6659699,5.663211,5.6610704,5.6593246,5.657862,5.6565491,5.6554249,5.6546057,5.6541488
"41",6.0298473,6.0256438,6.0218432,6.0193395,6.0175462,6.0161731,6.0150613,6.0141173,6.0132918,6.0125555,6.0118881,6.0112742,6.0107015,6.010162,6.0096483,6.0091546,6.0086769,6.0082109,6.0077524,6.0072988,6.0068462,6.0063889,6.0059253,6.0054491,6.0049516,6.0044267,6.0038581,6.0032308,6.0025208,6.0016944,6.0005897,5.9995663,5.9985201,5.9974272,5.996401,5.9954257,5.9944745,5.9935553,5.9926585,5.9917517,5.99068,5.9886892,5.986885,5.9853776,5.9838239,5.9821447,5.9802955,5.9784997,5.9771784,5.9762374
"42",6.3017216,6.2961472,6.2882297,6.2824145,6.277791,6.2734425,6.2692993,6.2653492,6.2613845,6.2572024,6.2529108,6.2482038,6.2438391,6.2395224,6.2348827,6.2302701,6.2257605,6.2217899,6.2184575,6.2156342,6.2129515,6.2103611,6.2078333,6.2052741,6.2026461,6.1999223,6.1970766,6.19401,6.1909686,6.187602,6.1838812,6.1791374,6.1735989,6.1674769,6.1603811,6.1525338,6.1433765,6.1333052,6.1236062,6.1143404,6.1056246,6.0978353,6.0913332,6.0861758,6.0822216,6.0792655,6.0771985,6.0756288,6.0748101,6.0744914
"43",6.4287455,6.4251237,6.4230511,6.4213029,6.4198295,6.4185175,6.4172732,6.416,6.4146867,6.4134499,6.4112664,6.4095642,6.4081198,6.4066304,6.405002,6.4032731,6.4015301,6.3996667,6.3980136,6.396596,6.3954024,6.3943627,6.3934041,6.3925363,6.3916633,6.3909,6.3902078,6.3894774,6.3887935,6.3881303,6.3874709,6.3868713,6.3862868,6.3857264,6.3852273,6.3847425,6.3841303,6.3834095,6.3824756,6.381388,6.3802069,6.3789387,6.3777069,6.376424,6.3751769,6.3740046,6.3728744,6.3718853,6.3711028,6.3704437
"44",6.679185,6.6757124,6.6736649,6.6721778,6.6709352,6.6696114,6.6683595,6.6670828,6.6657432,6.664428,6.6629616,6.6612923,6.6597838,6.6582858,6.6567747,6.6551886,6.6535468,6.6519401,6.6504688,6.6490851,6.6477861,6.6466096,6.6454592,6.6442961,6.6429113,6.641016,6.6388534,6.6355559,6.6322601,6.6292642,6.6264263,6.6237569,6.6214182,6.6193085,6.6174218,6.615717,6.6141381,6.612565,6.6108427,6.6088229,6.6068932,6.6050026,6.6029979,6.6007082,6.598467,6.5962507,6.5942424,6.5924061,6.5909602,6.5898723
"45",7.0340037,7.0263487,7.016096,7.0039152,6.9875224,6.9723197,6.9605736,6.9527713,6.9468602,6.9412917,6.9348672,6.9281426,6.9206305,6.91245,6.9028658,6.8912583,6.8785722,6.868468,6.8601726,6.853215,6.8473007,6.8422599,6.8379977,6.8344299,6.831345,6.8287392,6.8265034,6.8245412,6.8227864,6.8211882,6.819719,6.8183491,6.8170833,6.8159215,6.8148153,6.8137834,6.8125757,6.8115562,6.8106694,6.8099518,6.809258,6.8086296,6.808108,6.8076574,6.8072732,6.8069909,6.8067434,6.8065466,6.8063762,6.8062703
"46",7.3572031,7.3463772,7.3239413,7.2963264,7.2709831,7.2537632,7.2412608,7.2303635,7.220729,7.2117393,7.2033095,7.1946947,7.1864448,7.1786115,7.1708432,7.1619499,7.1513008,7.1312136,7.1164321,7.106447,7.0991674,7.0932932,7.0880077,7.0835639,7.0796218,7.0760201,7.0727884,7.0697925,7.0672094,7.0650195,7.0630819,7.0612031,7.0594248,7.0576469,7.0560569,7.0545076,7.0531457,7.0518429,7.0507776,7.0496889,7.0485678,7.047612,7.0465643,7.0455735,7.0444655,7.0434231,7.042352,7.0413326,7.0404382,7.0396676
"47",8.040676,8.0274922,7.9564714,7.9090877,7.8694663,7.8376773,7.8112509,7.7888743,7.7700054,7.7524405,7.7336695,7.7138122,7.6880083,7.6592956,7.6168337,7.5586388,7.5025645,7.455709,7.411999,7.3680524,7.3227588,7.2789549,7.2442265,7.2229955,7.2092399,7.1998013,7.1929399,7.1876856,7.1834866,7.1800204,7.177092,7.1745809,7.1724418,7.1706479,7.1690902,7.1676198,7.1663697,7.1652677,7.1641915,7.1633283,7.1625942,7.1619294,7.1613029,7.1608294,7.1604106,7.1600086,7.1597448,7.159627,7.1596105,7.159635
"48",8.0418961,8.0327862,8.0108927,7.9966676,7.9862114,7.9765239,7.9678094,7.9602202,7.9526716,7.9447083,7.9352297,7.9223843,7.9064945,7.8884876,7.8688256,7.8439675,7.8163825,7.7886862,7.7618207,7.7342119,7.7049946,7.6744701,7.6430758,7.6118333,7.5838895,7.5603996,7.5377416,7.5140721,7.4906439,7.4690394,7.4490587,7.4302149,7.4120421,7.394195,7.3763025,7.3584438,7.3405728,7.3234137,7.3067848,7.2905768,7.2748663,7.2597094,7.2451697,7.2316916,7.2200088,7.2121321,7.2075261,7.2050795,7.2040029,7.2031538
"49",9.0562052,9.0294427,8.7663816,8.6393279,8.5547475,8.4890629,8.4195982,8.3485871,8.3112381,8.2898219,8.2738106,8.2596115,8.2451749,8.2294402,8.2115926,8.1908965,8.1679983,8.1415325,8.1128335,8.0798066,8.0405783,7.9931424,7.9364176,7.8746485,7.8175341,7.7711128,7.7317302,7.6970955,7.6656044,7.6361311,7.6079092,7.5804416,7.5534356,7.5267622,7.5004379,7.474616,7.4495695,7.4256489,7.4038577,7.3849597,7.368991,7.3559956,7.345774,7.3380236,7.3324337,7.3286861,7.3262993,7.3246785,7.3234716,7.3229224
"50",9.0662007,9.0583048,9.0464337,9.0360293,9.0225666,8.9999183,8.9597198,8.8913133,8.837108,8.7979221,8.7685002,8.7462064,8.7274215,8.7104331,8.6932651,8.6748633,8.6535501,8.6269418,8.5949957,8.5580753,8.5197772,8.4789643,8.4312018,8.3735956,8.301648,8.2126756,8.1094398,7.9975663,7.8974993,7.8093932,7.7285376,7.6588623,7.6096556,7.5719005,7.5411057,7.5149796,7.4923751,7.4727239,7.4557329,7.4413154,7.4297002,7.4206279,7.4137764,7.4088068,7.4053543,7.4031075,7.4016006,7.4002796,7.3994057,7.3990037
"51",9.0537239,9.0480599,9.039828,9.0316513,9.0241284,9.0173444,9.0108502,9.004813,8.9991518,8.9941511,8.9886385,8.981265,8.9741548,8.9662452,8.9571287,8.946766,8.9326946,8.9154993,8.8987755,8.8842199,8.8681729,8.848898,8.8241827,8.7881378,8.7464522,8.696814,8.6352919,8.5613499,8.4731348,8.3670004,8.2402123,8.1316686,8.034117,7.9459811,7.8660648,7.7933197,7.7269005,7.6665991,7.6128612,7.5669791,7.5308495,7.506526,7.4902644,7.4794776,7.4726222,7.46851,7.4661597,7.4647034,7.4636779,7.4631608
"52",9.3007582,9.2868147,9.2157705,9.1816477,9.1581299,9.1407626,9.1292775,9.1215745,9.1159163,9.1114436,9.107716,9.1045029,9.1016736,9.0991448,9.0968527,9.0947421,9.0927614,9.090875,9.0890414,9.0872205,9.0853637,9.0834244,9.0813404,9.079024,9.0763534,9.0731241,9.0689387,9.0620246,9.0497654,9.0326893,8.9947486,8.8952527,8.7073661,8.5183791,8.3380972,8.1607936,8.0154258,7.9068352,7.8222793,7.7550789,7.7015269,7.6592798,7.6265948,7.6026485,7.5864395,7.5763383,7.5704807,7.5675113,7.5660593,7.565079
"53",9.2523265,9.2463,9.2283952,9.2125874,9.1998391,9.1893298,9.1803303,9.17279,9.1665562,9.1608384,9.1559717,9.1514369,9.1470333,9.1428683,9.138989,9.1352768,9.1315828,9.128,9.1243899,9.1209851,9.1174732,9.1140081,9.1104059,9.1066042,9.1026547,9.0982884,9.0932336,9.0872416,9.0792976,9.0682708,9.0545363,9.0370933,9.0140736,8.9838887,8.946742,8.9047178,8.8588861,8.8119531,8.760408,8.7124283,8.6752289,8.6481561,8.6264405,8.6092304,8.5948034,8.5831152,8.5737508,8.5662915,8.560707,8.5567177
"54",9.466316,9.4603131,9.4569286,9.4544979,9.4521469,9.4501414,9.4482841,9.4465219,9.4448928,9.4432343,9.4415206,9.4397075,9.4377643,9.4356895,9.4334259,9.4308335,9.4276239,9.4237759,9.4188357,9.4126288,9.4064323,9.3986283,9.3887311,9.3774358,9.3634292,9.3468874,9.3282811,9.3086726,9.2882931,9.2690067,9.25144,9.2359906,9.2225283,9.2107411,9.2002728,9.1908812,9.1824239,9.1748442,9.1681107,9.1622201,9.1573451,9.1534042,9.1502584,9.1477534,9.1456876,9.1441024,9.1429745,9.1420582,9.1412711,9.1407809
"55",10.205033,10.194822,10.157773,10.127123,10.098563,10.069309,10.038263,10.009841,9.98367,9.95807,9.9366836,9.9195492,9.9041415,9.8896535,9.8756896,9.8618206,9.8476346,9.8326679,9.8146719,9.7951204,9.7739965,9.7490099,9.7178517,9.676735,9.6250044,9.5720078,9.5180686,9.4708617,9.4300226,9.394527,9.3635813,9.3365728,9.3130115,9.2924865,9.2746381,9.2595945,9.2472558,9.2372921,9.2293541,9.2231264,9.2182939,9.2145898,9.211787,9.2096747,9.2080659,9.2067411,9.2055816,9.2047622,9.2043067,9.2040795
"56",11.059075,11.050062,11.0447,11.036477,11.02142,11.00609,10.984056,10.935456,10.824228,10.564521,10.376126,10.239787,10.14259,10.071616,10.01631,9.9705152,9.930436,9.8936189,9.8584149,9.8236913,9.7886808,9.7529107,9.7161739,9.6785166,9.6402208,9.6017642,9.5637531,9.5268367,9.4916221,9.4586102,9.4281605,9.4004852,9.3756643,9.3536707,9.3343986,9.3176893,9.3033531,9.291184,9.2809871,9.2727072,9.2662126,9.2612559,9.257638,9.2551192,9.2533691,9.2520662,9.2509748,9.2499969,9.2495566,9.2494721
"57",11.379564,11.370436,11.351523,11.339418,11.329996,11.321458,11.312581,11.303352,11.292824,11.271752,11.211373,11.109783,11.03865,10.970665,10.890591,10.76876,10.558275,10.341864,10.128135,9.9844093,9.8890379,9.8196031,9.7644765,9.7175129,9.6754822,9.6367226,9.6004268,9.566255,9.5341164,9.5040414,9.476105,9.4503822,9.426924,9.4057458,9.3868247,9.3701024,9.3554903,9.3428773,9.3321377,9.3231386,9.3157426,9.3098148,9.3052969,9.3020426,9.299812,9.2983533,9.2973044,9.2962741,9.2955782,9.2953031
"58",12.541905,12.517281,12.367662,12.286853,12.233755,12.19003,12.149207,12.109539,12.068405,12.020386,11.955711,11.859927,11.730434,11.581937,11.336019,11.060235,10.822509,10.633187,10.457187,10.296595,10.156461,10.038059,9.9394979,9.8575537,9.7889017,9.7306684,9.6805767,9.63691,9.5984137,9.5641897,9.5336024,9.5062027,9.4816693,9.4597649,9.4403049,9.4231366,9.4081242,9.3951401,9.3840585,9.3747508,9.3670829,9.360913,9.3561053,9.3525674,9.3501499,9.3485987,9.3475764,9.3466185,9.3460143,9.3459265
"59",12.181015,12.171363,12.161265,12.149514,12.135862,12.117526,12.100568,12.085035,12.074045,12.065862,12.058468,12.050086,12.04132,12.030912,12.013332,11.965135,11.874654,11.783428,11.682029,11.537302,11.429289,11.344191,11.262103,11.175369,11.079686,10.94386,10.819877,10.748193,10.686576,10.623553,10.551287,10.45953,10.338733,10.206819,10.086028,9.9764978,9.8752422,9.7805587,9.6925048,9.6125051,9.5434704,9.4889232,9.4521185,9.4307917,9.4182524,9.4109612,9.4068173,9.4043478,9.4033106,9.4028799
"60",12.168164,12.162443,12.159091,12.155628,12.151719,12.146873,12.139762,12.128625,12.111772,12.08228,12.039643,11.992561,11.96488,11.944385,11.925812,11.907186,11.887616,11.865599,11.842247,11.828031,11.815168,11.801738,11.787765,11.77226,11.754095,11.73193,11.703104,11.665301,11.61697,11.552,11.463835,11.346261,11.190402,10.988942,10.751394,10.526551,10.343652,10.184041,10.042749,9.9195922,9.8154548,9.7306122,9.6641514,9.6141121,9.5779267,9.5535988,9.5395121,9.5326381,9.5300284,9.5287523
"61",12.311184,12.304697,12.301097,12.29852,12.296479,12.294774,12.293298,12.291993,12.290819,12.289751,12.288701,12.28768,12.286664,12.28564,12.284592,12.283502,12.282347,12.281087,12.279679,12.278066,12.275624,12.272734,12.269456,12.265683,12.260731,12.254409,12.24763,12.237195,12.224441,12.206903,12.184014,12.147978,12.0842,11.993188,11.879518,11.713387,11.489008,11.143192,10.743004,10.372863,10.127529,9.9712728,9.8684237,9.7994636,9.7533797,9.7237418,9.7067339,9.6985896,9.6956293,9.6944461
"62",12.776217,12.770127,12.766548,12.763962,12.761927,12.760246,12.758825,12.757473,12.756157,12.754828,12.753439,12.751947,12.750302,12.74812,12.745337,12.74168,12.738323,12.734322,12.728993,12.722564,12.715332,12.705238,12.694396,12.681914,12.66612,12.649205,12.62998,12.603884,12.567416,12.520521,12.458841,12.40026,12.328827,12.224687,12.056755,11.784985,11.499281,11.215634,10.942481,10.691338,10.474102,10.297233,10.160486,10.059354,9.987797,9.9398068,9.9105342,9.8957347,9.8899919,9.8885735
"63",13.556663,13.545867,13.536434,13.526132,13.514607,13.500616,13.483531,13.459074,13.417975,13.377583,13.331408,13.281287,13.224152,13.162446,13.117118,13.087716,13.064955,13.045707,13.028617,13.013373,12.999817,12.98932,12.981041,12.972168,12.961938,12.949563,12.933621,12.912789,12.884398,12.842953,12.783691,12.68854,12.554216,12.362817,12.102036,11.798973,11.525916,11.274654,11.044519,10.83785,10.657608,10.505754,10.382597,10.286857,10.216041,10.16687,10.136194,10.120462,10.114434,10.113055
"64",14.036376,14.027855,14.017166,14.011152,14.00713,14.003999,14.001386,13.998926,13.996466,13.993492,13.988726,13.984253,13.979489,13.972838,13.962869,13.949082,13.926015,13.888455,13.847911,13.802281,13.747158,13.680927,13.603636,13.500059,13.399782,13.298967,13.18941,13.066739,12.930016,12.79157,12.649497,12.511857,12.362416,12.192647,12.001063,11.79255,11.576373,11.363132,11.162109,10.980002,10.820848,10.686489,10.577095,10.491584,10.427937,10.383452,10.35504,10.340302,10.334881,10.333528
"65",14.608767,14.598182,14.586516,14.575632,14.564945,14.554909,14.544399,14.531948,14.519264,14.504369,14.486838,14.46995,14.457404,14.447488,14.438054,14.428342,14.417134,14.404512,14.390466,14.374193,14.352485,14.320639,14.275655,14.217678,14.148059,14.061444,13.958206,13.830994,13.660698,13.42518,13.135001,12.792433,12.454157,12.199856,11.984489,11.787108,11.599592,11.420939,11.253552,11.100849,10.965874,10.850631,10.755896,10.681292,10.625486,10.586414,10.561485,10.548161,10.543203,10.541983
"66",16.134458,16.110442,16.026784,15.954587,15.872559,15.789417,15.70644,15.610222,15.472305,15.342022,15.21703,15.09804,14.989857,14.886493,14.793713,14.714241,14.65247,14.603729,14.561712,14.522161,14.481915,14.438334,14.388916,14.330969,14.261254,14.175557,14.068271,13.932214,13.759284,13.542849,13.282612,12.990099,12.688139,12.399893,12.138286,11.906171,11.701385,11.520698,11.361601,11.222657,11.103195,11.002825,10.92103,10.856913,10.809098,10.775736,10.754564,10.742995,10.738493,10.737404
"67",16.836507,16.830627,16.827,16.823054,16.816871,16.806017,16.790383,16.765922,16.707426,16.563042,16.387784,16.190482,15.98021,15.765943,15.549459,15.332083,15.120708,14.928254,14.775097,14.657022,14.558353,14.468857,14.381211,14.289677,14.189326,14.075646,13.944473,13.792258,13.616663,13.417411,13.197072,12.961312,12.718176,12.476522,12.244311,12.027506,11.82984,11.653189,11.498141,11.364493,11.251569,11.158367,11.083614,11.025769,10.983027,10.953345,10.934483,10.924062,10.919813,10.918731
"68",17.576685,17.563854,17.524897,17.488148,17.450386,17.410107,17.363787,17.304254,17.217324,17.072334,16.817382,16.522777,16.219405,15.967935,15.740478,15.527117,15.326498,15.140285,14.969718,14.814215,14.671406,14.537763,14.409231,14.281653,14.151011,14.013593,13.866188,13.706356,13.532748,13.345439,13.146119,12.938065,12.725803,12.514535,12.309466,12.115219,11.935467,11.772798,11.628752,11.503967,11.398346,11.311209,11.241429,11.187527,11.147753,11.120151,11.102614,11.092924,11.089055,11.087993
"69",18.09311,18.084207,18.062734,18.045204,18.021594,17.99017,17.962531,17.936688,17.900425,17.821302,17.683203,17.506578,17.199674,16.781776,16.268984,15.859767,15.556525,15.315721,15.112244,14.931574,14.765162,14.607562,14.454863,14.303912,14.151992,13.996747,13.836231,13.669048,13.494521,13.312843,13.12518,12.933644,12.741135,12.55107,12.367026,12.192398,12.030116,11.882461,11.750985,11.636521,11.539237,11.458731,11.394123,11.344154,11.307264,11.281672,11.265432,11.256487,11.252901,11.251878
"70",17.798412,17.789798,17.772041,17.762225,17.75387,17.743526,17.729511,17.711081,17.684065,17.639743,17.567676,17.455057,17.310762,17.119052,16.886425,16.611703,16.298056,15.955229,15.673318,15.460136,15.277845,15.108774,14.944844,14.781005,14.614164,14.44242,14.264082,14.078085,13.883122,13.678787,13.464346,13.240012,13.004294,12.756387,12.50463,12.308136,12.137128,11.986949,11.864097,11.759748,11.671069,11.59754,11.538407,11.492583,11.458695,11.435149,11.420186,11.411928,11.40864,11.407643
"71",17.112684,17.105201,17.095324,17.088177,17.081552,17.074137,17.064477,17.05064,17.033179,17.006101,16.956772,16.890124,16.817513,16.738636,16.64747,16.545155,16.460364,16.38426,16.306744,16.224215,16.134975,16.037914,15.932134,15.816808,15.691084,15.554027,15.404589,15.241631,15.063849,14.869611,14.656936,14.423464,14.166453,13.882951,13.570406,13.228313,12.862231,12.494419,12.204305,12.006053,11.867614,11.768846,11.697586,11.646365,11.610347,11.58612,11.571016,11.562787,11.559609,11.558588
"72",17.370197,17.360619,17.341197,17.330038,17.322096,17.314813,17.307279,17.299387,17.291424,17.283154,17.273691,17.262633,17.247709,17.229411,17.210731,17.175356,17.130775,17.082118,17.015633,16.908721,16.732342,16.471174,16.23059,16.015587,15.817247,15.62719,15.43895,15.247081,15.047055,14.834377,14.605787,14.359503,14.095838,13.817619,13.529426,13.238812,12.956944,12.696263,12.466961,12.274402,12.118927,11.997427,11.905198,11.83725,11.788956,11.756255,11.735882,11.725552,11.721732,11.720598
"73",18.114192,18.101903,18.057763,18.010921,17.957354,17.905556,17.855669,17.807571,17.75944,17.716804,17.681669,17.648549,17.61316,17.576263,17.53643,17.4897,17.431671,17.356971,17.258572,17.128416,16.960347,16.752818,16.506347,16.230528,15.953652,15.705167,15.473212,15.24849,15.023964,14.794721,14.557793,14.312103,14.058517,13.79989,13.540931,13.287743,13.047003,12.824948,12.626438,12.454402,12.30977,12.191786,12.098504,12.027286,11.975218,11.939441,11.91804,11.907278,11.903209,11.90205
"74",18.953035,18.939493,18.847985,18.733597,18.635711,18.555045,18.473228,18.375005,18.240187,18.064013,17.912682,17.812493,17.731957,17.658579,17.58554,17.507861,17.421109,17.320924,17.202955,17.063154,16.898455,16.707814,16.493222,16.259977,16.01546,15.766757,15.518621,15.272914,15.029326,14.786552,14.543348,14.299279,14.055112,13.812922,13.575914,13.348035,13.133443,12.935956,12.758593,12.603301,12.470879,12.361086,12.272863,12.20456,12.154244,12.120713,12.100812,12.090752,12.086815,12.085631
"75",18.375307,18.363037,18.339389,18.324007,18.310003,18.294653,18.279372,18.265979,18.234758,18.189617,18.138615,18.091826,18.049563,18.012155,17.974385,17.931439,17.878414,17.803538,17.703501,17.581747,17.420139,17.256581,17.083011,16.894863,16.687513,16.459973,16.216793,15.974832,15.73124,15.479477,15.218767,14.950423,14.675672,14.396141,14.114601,13.834966,13.562822,13.304009,13.065132,12.853399,12.677043,12.545108,12.448643,12.378251,12.329843,12.298916,12.280881,12.271773,12.268341,12.267189
"76",18.667356,18.654415,18.618266,18.603364,18.594338,18.587612,18.581206,18.574671,18.566193,18.557756,18.549125,18.539987,18.528894,18.515394,18.497063,18.474876,18.450851,18.421374,18.38157,18.318168,18.212659,18.072926,17.94642,17.807711,17.632468,17.391232,17.045774,16.593988,16.22443,15.912864,15.623617,15.338458,15.049424,14.75473,14.456473,14.159458,13.870416,13.597074,13.347182,13.127499,12.942396,12.792841,12.676548,12.590248,12.531143,12.493937,12.47316,12.463242,12.4596,12.458313
"77",19.186259,19.177369,19.148632,19.12345,19.102616,19.084268,19.066153,19.046631,19.029071,19.01412,18.998815,18.98106,18.960906,18.933936,18.895177,18.839997,18.767864,18.700744,18.629348,18.54206,18.431825,18.2965,18.134336,17.94035,17.706985,17.427477,17.102838,16.747747,16.384483,16.030782,15.694072,15.37401,15.067232,14.770795,14.483815,14.207758,13.945907,13.702368,13.480835,13.284125,13.11541,12.975993,12.867874,12.789449,12.735714,12.701582,12.681684,12.671757,12.667897,12.666593
"78",19.244826,19.240593,19.237405,19.235052,19.233184,19.231553,19.230091,19.228758,19.227451,19.226131,19.224698,19.223053,19.220442,19.216605,19.211213,19.202041,19.182538,19.135522,19.039837,18.97492,18.9102,18.828984,18.716538,18.556673,18.310586,17.966876,17.539202,17.0715,16.592256,16.156081,15.774597,15.435291,15.121757,14.825235,14.544075,14.27871,14.030051,13.800268,13.594155,13.415298,13.26574,13.145327,13.052599,12.984479,12.936865,12.905941,12.887641,12.878167,12.874391,12.873119
