"TEMPERATURE.1.","TEMPERATURE.2.","TEMPERATURE.3.","TEMPERATURE.4.","TEMPERATURE.5.","TEMPERATURE.6.","TEMPERATURE.7.","TEMPERATURE.8.","TEMPERATURE.9.","TEMPERATURE.10.","TEMPERATURE.11.","TEMPERATURE.12.","TEMPERATURE.13.","TEMPERATURE.14.","TEMPERATURE.15.","TEMPERATURE.16.","TEMPERATURE.17.","TEMPERATURE.18.","TEMPERATURE.19.","TEMPERATURE.20.","TEMPERATURE.21.","TEMPERATURE.22.","TEMPERATURE.23.","TEMPERATURE.24.","TEMPERATURE.25.","TEMPERATURE.26.","TEMPERATURE.27.","TEMPERATURE.28.","TEMPERATURE.29.","TEMPERATURE.30.","TEMPERATURE.31.","TEMPERATURE.32.","TEMPERATURE.33.","TEMPERATURE.34.","TEMPERATURE.35.","TEMPERATURE.36.","TEMPERATURE.37.","TEMPERATURE.38.","TEMPERATURE.39.","TEMPERATURE.40.","TEMPERATURE.41.","TEMPERATURE.42.","TEMPERATURE.43.","TEMPERATURE.44.","TEMPERATURE.45.","TEMPERATURE.46.","TEMPERATURE.47.","TEMPERATURE.48.","TEMPERATURE.49.","TEMPERATURE.50."
"79",19.491326,19.487106,19.484,19.481094,19.477769,19.47417,19.469856,19.463698,19.455085,19.44607,19.436517,19.425253,19.411015,19.395197,19.375316,19.349727,19.326286,19.306813,19.285652,19.258679,19.221486,19.167112,19.082517,18.942606,18.701109,18.38166,18.002111,17.570893,17.100861,16.611428,16.128904,15.678446,15.279671,14.937405,14.634948,14.361753,14.115438,13.897222,13.708275,13.548755,13.417697,13.313186,13.232527,13.172962,13.131235,13.103723,13.087343,13.07885,13.075471,13.07422
"80",19.750524,19.742735,19.729161,19.722319,19.717561,19.713472,19.709889,19.706339,19.702576,19.698411,19.693184,19.686957,19.678734,19.667339,19.648061,19.619892,19.581046,19.533852,19.475094,19.417093,19.35235,19.267547,19.141433,18.944605,18.678959,18.361963,18.002773,17.642229,17.264707,16.873686,16.47981,16.093968,15.723849,15.37348,15.04641,14.746705,14.475558,14.233737,14.021638,13.839063,13.685511,13.560489,13.462176,13.388521,13.337499,13.304523,13.285123,13.275292,13.271485,13.26999
"81",18.734624,18.724653,18.704796,18.693445,18.684136,18.673906,18.661784,18.645802,18.622431,18.593071,18.555939,18.50355,18.444645,18.377527,18.285841,18.153022,18.065216,17.992954,17.927482,17.865661,17.80521,17.745616,17.686615,17.627134,17.566707,17.505187,17.443146,17.380353,17.316539,17.251923,17.186314,17.120635,17.055544,16.991031,16.926838,16.863475,16.8006,16.738767,16.678418,16.620251,16.564816,16.512547,16.463698,16.418784,16.378663,16.343935,16.315418,16.293794,16.279601,16.273251
"82",17.901013,17.897334,17.894166,17.891024,17.888001,17.884672,17.881199,17.876826,17.871252,17.863054,17.851163,17.837708,17.826095,17.814606,17.802831,17.791242,17.779432,17.768261,17.757844,17.748231,17.73933,17.731197,17.723722,17.716724,17.710138,17.703915,17.698062,17.692528,17.687325,17.682468,17.677868,17.673633,17.669718,17.666048,17.662697,17.659686,17.657017,17.654686,17.652693,17.65099,17.649596,17.648577,17.647879,17.647342,17.646912,17.646551,17.646227,17.645918,17.645624,17.645357
"83",17.997424,17.992841,17.989241,17.984809,17.980785,17.977113,17.974074,17.971324,17.968654,17.966011,17.963144,17.960099,17.956786,17.952909,17.948666,17.943907,17.938256,17.932103,17.925478,17.918042,17.909996,17.90201,17.895173,17.889738,17.884969,17.880185,17.875011,17.870097,17.865235,17.860623,17.856962,17.853739,17.850678,17.847435,17.844402,17.84162,17.839011,17.836516,17.834132,17.83185,17.829682,17.827617,17.825792,17.824196,17.822827,17.821706,17.82085,17.820247,17.819903,17.819704
"84",18.349827,18.345141,18.342436,18.340046,18.337953,18.335849,18.333625,18.331315,18.32871,18.325799,18.322517,18.318451,18.313774,18.308705,18.30346,18.298118,18.292741,18.286755,18.280435,18.273763,18.267154,18.25989,18.251559,18.242033,18.231058,18.219065,18.20685,18.192985,18.176742,18.157872,18.137301,18.114583,18.087396,18.054344,18.025198,17.998159,17.972959,17.949462,17.928501,17.91193,17.900929,17.893385,17.888194,17.884619,17.882203,17.880551,17.879629,17.879102,17.878689,17.878532
"85",18.465522,18.464615,18.464007,18.463526,18.463114,18.462746,18.462408,18.462092,18.461792,18.461504,18.461221,18.460928,18.460625,18.460312,18.459985,18.459638,18.45926,18.458828,18.458318,18.457655,18.455399,18.453465,18.450891,18.445066,18.4228,18.396373,18.376919,18.361687,18.348525,18.336082,18.323315,18.310372,18.296794,18.282071,18.26591,18.247929,18.225907,18.201006,18.178635,18.159519,18.142489,18.12827,18.11645,18.106699,18.098279,18.090658,18.083603,18.077055,18.071397,18.067853
"86",18.392734,18.392024,18.391495,18.390978,18.390462,18.389978,18.389497,18.389014,18.388511,18.387985,18.387446,18.386883,18.386311,18.385745,18.385168,18.384531,18.383893,18.383192,18.382482,18.381693,18.380852,18.379911,18.379038,18.378122,18.377133,18.376124,18.375331,18.374686,18.374161,18.373722,18.373323,18.37298,18.372652,18.372408,18.372201,18.372048,18.371927,18.37182,18.37172,18.371625,18.371534,18.371445,18.371358,18.37127,18.371183,18.371096,18.37101,18.370923,18.370836,18.370756
"87",18.46873,18.468744,18.468657,18.468565,18.468478,18.468395,18.468317,18.468242,18.468171,18.468104,18.468039,18.467977,18.467917,18.46786,18.467806,18.467754,18.467704,18.467656,18.467609,18.467565,18.467522,18.46748,18.46744,18.467401,18.467364,18.467327,18.46729,18.467252,18.467212,18.467171,18.467129,18.467086,18.467041,18.466995,18.466947,18.466896,18.466844,18.466789,18.46673,18.466662,18.466585,18.466507,18.466432,18.466356,18.466279,18.466208,18.466141,18.46608,18.466021,18.465966
"88",18.477302,18.478866,18.479471,18.479814,18.480039,18.480199,18.480316,18.480404,18.480471,18.480523,18.480562,18.480591,18.480614,18.48063,18.480641,18.480648,18.480652,18.480654,18.480652,18.480648,18.480639,18.480612,18.480542,18.480462,18.480373,18.480274,18.480175,18.48009,18.480009,18.479956,18.479918,18.479886,18.479857,18.479831,18.479808,18.479788,18.47977,18.479754,18.47974,18.479727,18.479716,18.479706,18.479696,18.479687,18.479678,18.47967,18.479662,18.479656,18.479653,18.479658
"89",18.567293,18.566396,18.565833,18.565411,18.565069,18.564777,18.564519,18.564288,18.564077,18.563882,18.563701,18.563526,18.563356,18.563191,18.563029,18.562869,18.56271,18.56255,18.562388,18.562223,18.562054,18.561878,18.561693,18.561499,18.561291,18.561068,18.560822,18.560541,18.559856,18.559297,18.558731,18.558088,18.557261,18.556252,18.555321,18.55443,18.553531,18.552562,18.551242,18.550049,18.549139,18.54834,18.547535,18.546583,18.545534,18.544573,18.543602,18.542647,18.541876,18.541417
"90",18.624193,18.623335,18.622634,18.622113,18.621708,18.621365,18.621075,18.620816,18.620584,18.620373,18.620177,18.619992,18.619819,18.619655,18.6195,18.619353,18.619213,18.619078,18.618949,18.61882,18.618694,18.61857,18.618448,18.618326,18.618205,18.618084,18.617959,18.617831,18.617698,18.617558,18.617413,18.617262,18.6171,18.61693,18.616745,18.616544,18.616325,18.616072,18.615798,18.61539,18.614937,18.614336,18.613564,18.612706,18.612039,18.611396,18.611001,18.61072,18.610514,18.610413
"91",18.716587,18.715985,18.715514,18.715108,18.714767,18.714487,18.714251,18.714043,18.713856,18.713683,18.713521,18.713373,18.713235,18.713107,18.712988,18.712876,18.712771,18.712671,18.712578,18.712489,18.712405,18.712325,18.712249,18.712178,18.71211,18.712046,18.711984,18.711923,18.711863,18.711804,18.711746,18.71169,18.711633,18.711577,18.711522,18.711466,18.711411,18.711355,18.7113,18.711245,18.71119,18.711135,18.71108,18.711026,18.710972,18.710918,18.710865,18.710813,18.710763,18.710718
"92",18.81914,18.818537,18.81801,18.817448,18.816842,18.815941,18.814941,18.813681,18.812198,18.810766,18.809306,18.807725,18.805899,18.80375,18.801281,18.798576,18.795917,18.7935,18.791197,18.788982,18.786828,18.784785,18.782762,18.780694,18.778107,18.775811,18.773549,18.771304,18.769239,18.767445,18.765902,18.764549,18.763504,18.762673,18.761925,18.761385,18.760977,18.760642,18.76031,18.760075,18.759907,18.7598,18.75975,18.759717,18.759689,18.759666,18.759644,18.759627,18.759615,18.759617
"93",18.835006,18.835314,18.835379,18.835388,18.835374,18.835347,18.835313,18.835274,18.835231,18.835187,18.83514,18.835093,18.835045,18.834996,18.834947,18.834898,18.834849,18.8348,18.834752,18.834703,18.834654,18.834606,18.834557,18.834506,18.834452,18.834394,18.834329,18.834256,18.83417,18.834005,18.833759,18.833289,18.832361,18.831102,18.829901,18.828938,18.828146,18.827372,18.826455,18.825455,18.824352,18.823239,18.822285,18.821425,18.820648,18.82001,18.819466,18.81902,18.818657,18.818315
"94",18.808289,18.811662,18.813194,18.814159,18.814849,18.815376,18.815795,18.816138,18.816426,18.81667,18.81688,18.817063,18.817224,18.817367,18.817494,18.817607,18.81771,18.817802,18.817886,18.817962,18.818031,18.818094,18.818151,18.818203,18.81825,18.818292,18.818333,18.818374,18.818415,18.818456,18.818497,18.81854,18.818582,18.818625,18.818669,18.818714,18.81876,18.818806,18.818854,18.818902,18.818952,18.819004,18.819056,18.81911,18.819167,18.819225,18.819287,18.819353,18.819426,18.819519
"95",18.768568,18.770975,18.771991,18.772606,18.773033,18.773351,18.773597,18.773794,18.773954,18.774086,18.774197,18.774291,18.77437,18.774439,18.774497,18.774547,18.774588,18.774617,18.774636,18.774639,18.774608,18.774549,18.774495,18.774442,18.77439,18.77434,18.774292,18.77425,18.774216,18.774191,18.774173,18.774159,18.774149,18.774141,18.774135,18.774131,18.77413,18.77413,18.774134,18.77414,18.774149,18.77416,18.774173,18.774189,18.774207,18.774228,18.774251,18.774279,18.774315,18.774375
"96",18.797249,18.797625,18.797697,18.797704,18.797686,18.797655,18.797615,18.79757,18.797523,18.797474,18.797423,18.797373,18.797322,18.797272,18.797223,18.797174,18.797127,18.797081,18.797035,18.79699,18.796946,18.796903,18.79686,18.796817,18.796775,18.796732,18.796688,18.796642,18.796595,18.796546,18.796496,18.796443,18.796389,18.796332,18.796272,18.79621,18.796144,18.796075,18.796002,18.795924,18.795822,18.795722,18.79562,18.79552,18.795412,18.795216,18.795064,18.794949,18.794855,18.7948
"97",18.814302,18.81471,18.81481,18.814841,18.814843,18.81483,18.814807,18.814778,18.814744,18.814708,18.81467,18.814632,18.814592,18.814553,18.814514,18.814475,18.814437,18.814399,18.814361,18.814324,18.814286,18.814249,18.814211,18.814173,18.814135,18.814096,18.814056,18.814015,18.813972,18.813927,18.81388,18.81383,18.813778,18.813724,18.813665,18.813602,18.813532,18.813423,18.813312,18.813204,18.813097,18.812996,18.812908,18.812824,18.81274,18.812658,18.81258,18.812516,18.81247,18.812439
"98",18.818501,18.820528,18.821507,18.822147,18.822618,18.822986,18.823287,18.823538,18.823753,18.823939,18.824103,18.824247,18.824377,18.824493,18.824598,18.824694,18.824781,18.824861,18.824935,18.825002,18.825064,18.825122,18.825175,18.825224,18.82527,18.825312,18.825354,18.825397,18.82544,18.825483,18.825526,18.82557,18.825614,18.825659,18.825704,18.825749,18.825795,18.825842,18.82589,18.825939,18.825988,18.826039,18.826091,18.826144,18.826199,18.826257,18.826318,18.826382,18.826454,18.826541
"99",18.691829,18.69443,18.695731,18.696603,18.697258,18.697781,18.698216,18.698587,18.698909,18.699194,18.699447,18.699675,18.699881,18.700069,18.700242,18.7004,18.700546,18.700682,18.700807,18.700924,18.701032,18.701133,18.701227,18.701315,18.701397,18.701473,18.70155,18.701628,18.701706,18.701786,18.701866,18.701948,18.70203,18.702114,18.702199,18.702285,18.702372,18.702462,18.702552,18.702645,18.702739,18.702836,18.702935,18.703037,18.703142,18.703251,18.703365,18.703485,18.703614,18.703761
"100",18.523684,18.52679,18.528339,18.529373,18.530149,18.530766,18.531277,18.531711,18.532087,18.532418,18.532712,18.532975,18.533214,18.53343,18.533628,18.53381,18.533977,18.534131,18.534274,18.534406,18.534529,18.534644,18.53475,18.534849,18.534942,18.535028,18.535114,18.535202,18.53529,18.535379,18.53547,18.535561,18.535653,18.535747,18.535842,18.535938,18.536036,18.536135,18.536236,18.536339,18.536444,18.536551,18.53666,18.536773,18.536888,18.537007,18.53713,18.537258,18.537393,18.537542
"101",18.251564,18.257127,18.259951,18.261847,18.263272,18.264408,18.265351,18.266152,18.266847,18.267459,18.268003,18.268491,18.268932,18.269334,18.269701,18.270038,18.270348,18.270635,18.270901,18.271147,18.271376,18.271589,18.271787,18.271971,18.272143,18.272303,18.272465,18.272628,18.272793,18.27296,18.273128,18.273299,18.273472,18.273647,18.273824,18.274005,18.274188,18.274375,18.274565,18.274759,18.274958,18.275161,18.27537,18.275585,18.275808,18.27604,18.276283,18.27654,18.276819,18.27714
"102",17.940232,17.945378,17.947976,17.949705,17.950993,17.952012,17.95285,17.953558,17.954168,17.954701,17.955173,17.955594,17.955973,17.956317,17.956629,17.956915,17.957178,17.957419,17.957642,17.957849,17.95804,17.958218,17.958383,17.958536,17.958679,17.958812,17.958946,17.959081,17.959217,17.959355,17.959494,17.959634,17.959777,17.959921,17.960067,17.960215,17.960366,17.96052,17.960676,17.960835,17.960999,17.961166,17.961338,17.961515,17.961699,17.96189,17.962091,17.962304,17.962537,17.962807
"103",17.733809,17.739108,17.741739,17.743476,17.744763,17.745778,17.746612,17.747315,17.747921,17.74845,17.748919,17.749337,17.749713,17.750054,17.750365,17.750649,17.75091,17.75115,17.751372,17.751577,17.751767,17.751944,17.752108,17.75226,17.752403,17.752535,17.752668,17.752803,17.752938,17.753075,17.753213,17.753353,17.753494,17.753637,17.753782,17.753929,17.754078,17.75423,17.754385,17.754542,17.754703,17.754867,17.755036,17.75521,17.755389,17.755575,17.755769,17.755973,17.756192,17.756437
"104",17.450081,17.457295,17.460863,17.463205,17.464928,17.466279,17.467381,17.468306,17.469097,17.469786,17.470392,17.470931,17.471413,17.471849,17.472245,17.472605,17.472935,17.473238,17.473516,17.473774,17.474012,17.474232,17.474437,17.474626,17.474803,17.474967,17.475132,17.475299,17.475466,17.475635,17.475805,17.475976,17.47615,17.476325,17.476503,17.476683,17.476866,17.477051,17.47724,17.477432,17.477628,17.477828,17.478033,17.478243,17.47846,17.478685,17.478919,17.479164,17.479426,17.479715
"105",17.204385,17.210755,17.213903,17.215964,17.217477,17.218659,17.219622,17.220427,17.221115,17.221713,17.222238,17.222704,17.223121,17.223497,17.223838,17.224148,17.224432,17.224692,17.224931,17.225152,17.225356,17.225545,17.22572,17.225883,17.226034,17.226174,17.226315,17.226457,17.2266,17.226744,17.226889,17.227035,17.227183,17.227333,17.227484,17.227637,17.227792,17.22795,17.228109,17.228272,17.228437,17.228606,17.228778,17.228955,17.229136,17.229322,17.229514,17.229714,17.229925,17.230154
"106",16.984202,16.989055,16.991493,16.993117,16.994326,16.995285,16.996075,16.996743,16.997319,16.997824,16.998272,16.998672,16.999032,16.999359,16.999657,16.99993,17.000181,17.000412,17.000626,17.000823,17.001007,17.001177,17.001335,17.001483,17.00162,17.001747,17.001876,17.002006,17.002137,17.002269,17.002402,17.002537,17.002674,17.002812,17.002952,17.003094,17.003239,17.003385,17.003534,17.003687,17.003842,17.004001,17.004163,17.00433,17.004503,17.004681,17.004866,17.005061,17.005268,17.005499
"107",16.79226,16.795667,16.797393,16.798551,16.799421,16.800115,16.80069,16.80118,16.801606,16.80198,16.802313,16.802613,16.802884,16.80313,16.803356,16.803563,16.803755,16.803931,16.804095,16.804247,16.804388,16.80452,16.804642,16.804756,16.804863,16.804962,16.805062,16.805163,16.805266,16.805369,16.805474,16.805579,16.805687,16.805795,16.805906,16.806017,16.806131,16.806247,16.806365,16.806485,16.806608,16.806734,16.806862,16.806995,16.807131,16.807273,16.80742,16.807574,16.807738,16.807919
"108",16.561987,16.567606,16.570421,16.572284,16.573664,16.574751,16.575642,16.576393,16.577039,16.577602,16.5781,16.578544,16.578943,16.579304,16.579633,16.579933,16.580209,16.580462,16.580696,16.580912,16.581112,16.581298,16.58147,16.581631,16.58178,16.581919,16.582059,16.5822,16.582342,16.582485,16.58263,16.582776,16.582924,16.583074,16.583226,16.58338,16.583536,16.583695,16.583857,16.584021,16.58419,16.584362,16.584539,16.584721,16.584909,16.585104,16.585308,16.585524,16.585757,16.586023
"109",16.353598,16.35767,16.359719,16.361084,16.362102,16.36291,16.363577,16.364142,16.364631,16.36506,16.365441,16.365782,16.366091,16.366371,16.366627,16.366861,16.367077,16.367277,16.367461,16.367632,16.367791,16.367939,16.368076,16.368204,16.368324,16.368435,16.368547,16.368661,16.368775,16.368891,16.369008,16.369126,16.369246,16.369368,16.369491,16.369616,16.369743,16.369873,16.370005,16.37014,16.370278,16.370419,16.370564,16.370714,16.370868,16.371029,16.371198,16.371377,16.37157,16.371793
"110",16.154816,16.160729,16.163637,16.165539,16.166936,16.168031,16.168925,16.169676,16.170319,16.17088,16.171374,16.171813,16.172208,16.172565,16.172888,16.173184,16.173455,16.173704,16.173933,16.174145,16.174342,16.174523,16.174692,16.174849,16.174995,16.175131,16.175267,16.175405,16.175543,16.175683,16.175823,16.175966,16.17611,16.176255,16.176402,16.176551,16.176702,16.176856,16.177012,16.17717,16.177332,16.177496,16.177665,16.177838,16.178015,16.178198,16.178387,16.178584,16.178791,16.179015
"111",15.93805,15.944314,15.947482,15.949585,15.951146,15.952376,15.953384,15.954233,15.954961,15.955596,15.956157,15.956656,15.957103,15.957508,15.957875,15.95821,15.958517,15.958799,15.959059,15.959299,15.959521,15.959726,15.959917,15.960094,15.960258,15.960412,15.960566,15.960721,15.960877,15.961034,15.961193,15.961354,15.961516,15.96168,15.961846,15.962015,15.962186,15.962359,15.962535,15.962715,15.962898,15.963085,15.963277,15.963474,15.963678,15.963888,15.964107,15.964337,15.964583,15.964856
"112",15.627444,15.635138,15.639055,15.641679,15.643642,15.645203,15.646492,15.647585,15.64853,15.649358,15.650093,15.650751,15.651344,15.651882,15.652373,15.652822,15.653236,15.653617,15.653969,15.654295,15.654597,15.654878,15.655139,15.655382,15.655608,15.655819,15.656031,15.656245,15.656461,15.656679,15.656899,15.657122,15.657347,15.657575,15.657807,15.658041,15.658279,15.658521,15.658767,15.659018,15.659274,15.659535,15.659803,15.660079,15.660362,15.660656,15.660962,15.661283,15.661626,15.662008
"113",15.27901,15.284978,15.288007,15.290028,15.291535,15.292728,15.29371,15.29454,15.295254,15.295879,15.296431,15.296925,15.297368,15.29777,15.298135,15.298469,15.298775,15.299057,15.299317,15.299558,15.29978,15.299987,15.300178,15.300357,15.300522,15.300676,15.300831,15.300988,15.301145,15.301304,15.301465,15.301627,15.301791,15.301956,15.302124,15.302294,15.302466,15.302641,15.302818,15.302999,15.303183,15.30337,15.303562,15.303758,15.303959,15.304165,15.304379,15.3046,15.304831,15.305079
"114",15.021919,15.030008,15.033929,15.036468,15.038319,15.03976,15.04093,15.041906,15.042739,15.043462,15.044096,15.044658,15.045162,15.045615,15.046025,15.046399,15.046741,15.047054,15.047342,15.047608,15.047853,15.048081,15.048291,15.048487,15.04867,15.048841,15.04901,15.049182,15.049353,15.049526,15.049701,15.049877,15.050055,15.050235,15.050416,15.050601,15.050787,15.050977,15.051169,15.051365,15.051565,15.051769,15.051977,15.052191,15.05241,15.052637,15.052872,15.053117,15.053377,15.053661
"115",14.730122,14.7374,14.741086,14.743545,14.74538,14.746835,14.748036,14.749052,14.74993,14.7507,14.751382,14.751992,14.752542,14.753042,14.753497,14.753914,14.754297,14.75465,14.754976,14.755279,14.755559,14.755819,14.756061,14.756287,14.756496,14.756691,14.756888,14.757087,14.757287,14.757489,14.757693,14.757899,14.758108,14.758319,14.758534,14.758751,14.758971,14.759195,14.759423,14.759655,14.759891,14.760133,14.760381,14.760635,14.760896,14.761166,14.761447,14.76174,14.76205,14.762388
"116",14.290309,14.297846,14.301626,14.304136,14.306005,14.307487,14.308708,14.309743,14.310638,14.311422,14.312119,14.312743,14.313307,14.313819,14.314286,14.314715,14.315109,14.315473,14.31581,14.316122,14.316412,14.316682,14.316933,14.317166,14.317384,14.317588,14.317793,14.318,14.318208,14.318419,14.318632,14.318847,14.319065,14.319286,14.31951,14.319738,14.319969,14.320204,14.320443,14.320687,14.320936,14.321191,14.321452,14.321721,14.321998,14.322284,14.322583,14.322897,14.323231,14.323601
"117",13.824314,13.832483,13.836568,13.839272,13.841279,13.842865,13.844169,13.845271,13.846222,13.847053,13.84779,13.848449,13.849042,13.84958,13.85007,13.850519,13.850932,13.851312,13.851663,13.851988,13.85229,13.85257,13.85283,13.853072,13.853299,13.853511,13.853722,13.853936,13.854152,13.854369,13.854589,13.854811,13.855036,13.855263,13.855494,13.855728,13.855965,13.856206,13.856452,13.856702,13.856958,13.857219,13.857487,13.857762,13.858046,13.85834,13.858646,13.858968,13.859311,13.859695
"118",13.346809,13.352788,13.355857,13.357936,13.359511,13.360779,13.361837,13.362744,13.363535,13.364236,13.364863,13.365428,13.365942,13.366412,13.366843,13.36724,13.367607,13.367947,13.368263,13.368557,13.368831,13.369086,13.369325,13.369547,13.369754,13.369948,13.370144,13.370342,13.370542,13.370744,13.370949,13.371157,13.371368,13.371582,13.371799,13.372019,13.372243,13.372471,13.372704,13.372941,13.373184,13.373432,13.373686,13.373948,13.374218,13.374497,13.374788,13.375093,13.375417,13.375772
"119",12.768144,12.776673,12.780955,12.783799,12.785916,12.787594,12.788979,12.790152,12.791166,12.792055,12.792845,12.793552,12.794191,12.794771,12.7953,12.795786,12.796232,12.796644,12.797025,12.797378,12.797706,12.798011,12.798294,12.798558,12.798804,12.799033,12.799264,12.799497,12.799732,12.799969,12.800208,12.80045,12.800695,12.800943,12.801194,12.801448,12.801706,12.801967,12.802233,12.802503,12.802778,12.803058,12.803344,12.803636,12.803934,12.804241,12.804555,12.804879,12.805214,12.805565
"120",12.277318,12.284594,12.288321,12.290835,12.292731,12.294247,12.295508,12.296583,12.297517,12.29834,12.299074,12.299734,12.300331,12.300875,12.301373,12.30183,12.302252,12.302642,12.303003,12.303338,12.30365,12.30394,12.304211,12.304462,12.304697,12.304916,12.305136,12.305359,12.305584,12.305812,12.306042,12.306275,12.306511,12.30675,12.306993,12.307239,12.307489,12.307743,12.308001,12.308265,12.308534,12.308809,12.30909,12.30938,12.309677,12.309985,12.310304,12.310638,12.310992,12.311383
"121",11.91346,11.922784,11.927336,11.930276,11.932412,11.934068,11.935407,11.936521,11.937468,11.938287,11.939004,11.939638,11.940204,11.940713,11.941173,11.941591,11.941972,11.942321,11.942641,11.942937,11.943209,11.943461,11.943694,11.94391,11.944114,11.944303,11.94449,11.944679,11.944869,11.945059,11.945251,11.945445,11.945641,11.945839,11.946039,11.946241,11.946447,11.946655,11.946867,11.947083,11.947302,11.947527,11.947757,11.947993,11.948236,11.948487,11.948749,11.949024,11.949318,11.949646
"122",11.694092,11.698626,11.700942,11.702502,11.703679,11.70462,11.705402,11.70607,11.70665,11.707162,11.707619,11.708029,11.708402,11.708741,11.709051,11.709337,11.7096,11.709844,11.71007,11.71028,11.710475,11.710656,11.710826,11.710984,11.711131,11.711268,11.711407,11.711547,11.711689,11.711832,11.711977,11.712123,11.712272,11.712423,11.712576,11.712731,11.712889,11.71305,11.713214,11.713382,11.713554,11.713729,11.71391,11.714097,11.71429,11.714491,11.714702,11.714926,11.715169,11.71545
"123",11.316104,11.324274,11.328425,11.331203,11.33328,11.33493,11.336292,11.337447,11.338445,11.33932,11.340096,11.340791,11.341418,11.341986,11.342505,11.34298,11.343417,11.343819,11.344192,11.344536,11.344856,11.345153,11.345429,11.345686,11.345925,11.346148,11.346372,11.346599,11.346827,11.347058,11.347291,11.347526,11.347765,11.348006,11.348251,11.348499,11.34875,11.349006,11.349266,11.349531,11.349802,11.350078,11.350361,11.350651,11.350949,11.351258,11.351577,11.35191,11.352261,11.352641
"124",10.873493,10.882897,10.887559,10.890619,10.892877,10.894652,10.896105,10.897329,10.89838,10.899297,10.900107,10.90083,10.90148,10.902068,10.902604,10.903093,10.903542,10.903955,10.904337,10.904689,10.905016,10.90532,10.905602,10.905865,10.906111,10.906341,10.90657,10.906801,10.907034,10.907269,10.907506,10.907746,10.907988,10.908234,10.908483,10.908736,10.908992,10.909253,10.909519,10.90979,10.910067,10.91035,10.910641,10.91094,10.91125,10.911571,10.911907,10.912263,10.912646,10.913081
