"MIXINGCOEFFICIENT.1.","MIXINGCOEFFICIENT.2.","MIXINGCOEFFICIENT.3.","MIXINGCOEFFICIENT.4.","MIXINGCOEFFICIENT.5.","MIXINGCOEFFICIENT.6.","MIXINGCOEFFICIENT.7.","MIXINGCOEFFICIENT.8.","MIXINGCOEFFICIENT.9.","MIXINGCOEFFICIENT.10.","MIXINGCOEFFICIENT.11.","MIXINGCOEFFICIENT.12.","MIXINGCOEFFICIENT.13.","MIXINGCOEFFICIENT.14.","MIXINGCOEFFICIENT.15.","MIXINGCOEFFICIENT.16.","MIXINGCOEFFICIENT.17.","MIXINGCOEFFICIENT.18.","MIXINGCOEFFICIENT.19.","MIXINGCOEFFICIENT.20.","MIXINGCOEFFICIENT.21.","MIXINGCOEFFICIENT.22.","MIXINGCOEFFICIENT.23.","MIXINGCOEFFICIENT.24.","MIXINGCOEFFICIENT.25.","MIXINGCOEFFICIENT.26.","MIXINGCOEFFICIENT.27.","MIXINGCOEFFICIENT.28.","MIXINGCOEFFICIENT.29.","MIXINGCOEFFICIENT.30.","MIXINGCOEFFICIENT.31.","MIXINGCOEFFICIENT.32.","MIXINGCOEFFICIENT.33.","MIXINGCOEFFICIENT.34.","MIXINGCOEFFICIENT.35.","MIXINGCOEFFICIENT.36.","MIXINGCOEFFICIENT.37.","MIXINGCOEFFICIENT.38.","MIXINGCOEFFICIENT.39.","MIXINGCOEFFICIENT.40.","MIXINGCOEFFICIENT.41.","MIXINGCOEFFICIENT.42.","MIXINGCOEFFICIENT.43.","MIXINGCOEFFICIENT.44.","MIXINGCOEFFICIENT.45.","MIXINGCOEFFICIENT.46.","MIXINGCOEFFICIENT.47.","MIXINGCOEFFICIENT.48.","MIXINGCOEFFICIENT.49.","MIXINGCOEFFICIENT.50.","MIXINGCOEFFICIENT.51."
"1",0.00011534351,0.016869486,0.032202537,0.046456919,0.059905709,0.072701169,0.084940327,0.096690933,0.10800353,0.11891778,0.12946618,0.13967623,0.149572,0.1591751,0.16850538,0.17758147,0.18642119,0.19504181,0.20346035,0.2116937,0.21975884,0.22767292,0.23545338,0.24311801,0.25068507,0.25817325,0.24506108,0.23212116,0.21935636,0.20677021,0.194367,0.18215176,0.17013032,0.15830932,0.14669636,0.13529997,0.12412979,0.11319665,0.10251272,0.092091665,0.081948825,0.07210143,0.062568787,0.053372424,0.044536068,0.036085184,0.028045452,0.020438615,0.013271508,0.0065056154,4.2446945e-06
"2",9.8238979e-05,0.014316033,0.027343015,0.039521234,0.051070804,0.062111056,0.072716027,0.082937363,0.092813413,0.10237409,0.11164386,0.12064351,0.1293914,0.13790411,0.14619727,0.15428548,0.16218305,0.16990385,0.17746161,0.18487049,0.19214474,0.19929894,0.20634797,0.21330712,0.22017496,0.22698386,0.21571733,0.20457482,0.19358907,0.18273579,0.17203165,0.16147994,0.15108447,0.14084962,0.13078033,0.12088215,0.11116133,0.10162483,0.092280425,0.083136781,0.074203594,0.065491723,0.057013376,0.048782345,0.040814303,0.033127201,0.025741802,0.018682459,0.011978633,0.0056718252,3.306536e-06
"3",0.00011751916,0.017084731,0.032530158,0.046895618,0.060462248,0.073381772,0.085749153,0.097630127,0.10907362,0.12011812,0.13079537,0.14113241,0.15115293,0.16087854,0.17032909,0.17952332,0.18847919,0.19721436,0.20574618,0.21409202,0.22226931,0.23029574,0.23818932,0.24596866,0.25365281,0.26126139,0.24802677,0.23496765,0.22208573,0.20938335,0.19686353,0.18452998,0.17238714,0.1604402,0.1486952,0.13715908,0.12583978,0.11474637,0.10388919,0.093280095,0.082932664,0.072862582,0.06308809,0.053630624,0.044515728,0.035774397,0.027445228,0.019578183,0.012242583,0.0055528712,2.9027105e-06
"4",6.4781104e-05,0.0092337395,0.017729808,0.025843438,0.033692035,0.041329164,0.048781596,0.056065955,0.063192775,0.070169343,0.077001631,0.083694346,0.090251743,0.09667774,0.10297606,0.10915078,0.11520634,0.12114719,0.12697803,0.13270423,0.13833133,0.14386546,0.14931324,0.15464707,0.15972876,0.164908,0.1569764,0.14922894,0.14144897,0.13366413,0.12595392,0.11832337,0.11077789,0.10332329,0.095965858,0.088712354,0.08157012,0.074547126,0.067652074,0.0608945,0.054284916,0.047834981,0.041557706,0.035467724,0.029581625,0.023918374,0.018499852,0.013351556,0.0085037115,0.0039956987,2.3151068e-06
"5",0.00011019769,0.016031554,0.030505487,0.043941881,0.056608459,0.068652865,0.080168826,0.091222112,0.10186202,0.11212754,0.12205085,0.13165931,0.14097694,0.15002536,0.15882464,0.16739361,0.17575026,0.18391221,0.19189661,0.19972096,0.20740268,0.21495939,0.22240898,0.22976968,0.23706011,0.24429934,0.23206304,0.2199996,0.20810992,0.1963955,0.18485833,0.17350098,0.16232654,0.15133869,0.14054166,0.12994032,0.11954015,0.1093473,0.099368661,0.089611868,0.080085388,0.070798568,0.061761688,0.052985993,0.044483675,0.036267719,0.02835148,0.020747614,0.013465622,0.0065080842,3.9653324e-06
"6",0.00011347688,0.016516691,0.031422711,0.04525055,0.058276939,0.070653407,0.082475712,0.093810522,0.10470736,0.11520566,0.125338,0.13513237,0.14461333,0.15380306,0.16272211,0.1713898,0.17982461,0.18804449,0.19606709,0.20390998,0.2115908,0.21912736,0.22653781,0.23384067,0.2410549,0.24819999,0.23555047,0.22307722,0.21078142,0.19866488,0.18673004,0.17498002,0.16341864,0.15205044,0.14088079,0.12991588,0.11916291,0.10863012,0.098327004,0.088264461,0.078455057,0.068913347,0.059656307,0.050703928,0.042080045,0.033813565,0.025940378,0.018506674,0.011575914,0.0052518136,2.7275563e-06
"7",6.9400727e-05,0.0099881046,0.019140787,0.02780879,0.036130043,0.044171549,0.05197104,0.059553931,0.066937041,0.07413364,0.081154147,0.088006829,0.094699267,0.10123806,0.10762953,0.11388027,0.11999655,0.12598514,0.13185261,0.13760594,0.14325258,0.14880022,0.15423488,0.15952017,0.16445379,0.16941479,0.1614811,0.15340531,0.1451919,0.13715694,0.12911801,0.12117167,0.11332292,0.10557715,0.097940301,0.090418847,0.083019907,0.075751323,0.068621781,0.06164096,0.054819723,0.048170367,0.041706966,0.035445831,0.029406174,0.023611088,0.018089096,0.01287685,0.0080247809,0.003615145,1.8388191e-06
"8",7.548241e-05,0.010820497,0.020652517,0.029910947,0.038759841,0.047280892,0.055522431,0.063516237,0.07128505,0.078845986,0.086212279,0.093395591,0.10040643,0.10725449,0.11394882,0.12049794,0.12691093,0.13319663,0.13936418,0.14542271,0.15138188,0.15725198,0.16304349,0.16876725,0.17443445,0.18005668,0.17130444,0.16264902,0.15409268,0.14563802,0.13728797,0.12904579,0.12091509,0.11289982,0.10500426,0.09723306,0.089591224,0.082084133,0.074717562,0.067497695,0.060431147,0.053524977,0.046786708,0.04022432,0.033846219,0.027661129,0.021677823,0.01590451,0.01034752,0.0050102718,3.0606534e-06
"9",6.5318495e-05,0.009377839,0.017882425,0.025864684,0.033466448,0.040762523,0.047796566,0.054599147,0.061192148,0.067591631,0.073810314,0.079859236,0.08574883,0.091488593,0.097087415,0.10255368,0.1078956,0.11312144,0.11823929,0.12325749,0.12818441,0.1330287,0.13779925,0.14242417,0.14691154,0.15136211,0.14429276,0.13675772,0.12939587,0.12222819,0.11507038,0.10800784,0.101044,0.09418266,0.087428009,0.080784686,0.074257796,0.067852968,0.061576405,0.055434959,0.049436212,0.043588578,0.037901432,0.032385269,0.027051904,0.021914745,0.016989182,0.012293213,0.0078488183,0.0036880316,2.0897238e-06
"10",9.3647877e-05,0.013633307,0.025921455,0.037302689,0.048008807,0.058167481,0.067860171,0.077144108,0.086062499,0.094649449,0.10293298,0.11093691,0.11868205,0.12618712,0.13346929,0.1405447,0.14742872,0.15413626,0.16068198,0.16708044,0.17334622,0.17949405,0.18553891,0.19149608,0.19738119,0.20321027,0.19283424,0.18260474,0.17252261,0.16258923,0.15280648,0.1431768,0.13370319,0.12438925,0.11523923,0.1062581,0.097451604,0.088826357,0.080389989,0.072151291,0.064120416,0.056309161,0.048731322,0.041403206,0.034344346,0.027578575,0.021135737,0.015054714,0.0093899491,0.0042329664,2.145826e-06
