1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350
0.3028719143,0.3029143412,0.3029577816,0.3030011495,0.3030439824,0.3030860278,0.3031270896,0.3031670923,0.303205995,0.3032437805,0.3032804484,0.3033160099,0.3033504844,0.3033838971,0.3034162767,0.3034476546,0.3034780633,0.3035075358,0.3035361052,0.3035638038,0.3035906633,0.3036167145,0.3036419867,0.3036665081,0.3036903062,0.3037134136,0.3037377251,0.3037633217,0.3037903207,0.30381885,0.3038490595,0.303881126,0.3039152602,0.3039517138,0.3039907909,0.3040328614,0.3040783809,0.3041279167,0.3041821868,0.3042421156,0.3043089188,0.3043842365,0.3044703499,0.3045705565,0.3046898598,0.3048363576,0.3050243811,0.3052829025,0.3056850628,0.3065257759,12.082815133,12.0828581027,12.0829019138,12.0829453411,12.0829878762,12.083029246,12.0830692926,12.0831079249,12.0831450945,12.0831807819,12.0832149878,12.0832477271,12.0832790242,12.0833089107,12.0833374223,12.0833645977,12.0833904771,12.0834151015,12.0834385116,12.0834607478,12.0834818496,12.0835018554,12.0835208024,12.0835387262,12.0835556618,12.0835716472,12.0835879695,12.0836046181,12.0836215979,12.0836389098,12.0836565564,12.0836745423,12.083692874,12.0837115605,12.0837306131,12.083750046,12.0837698764,12.0837901248,12.083810816,12.0838319794,12.08385365,12.0838758696,12.0838986885,12.0839221678,12.0839463823,12.0839714262,12.0839974208,12.0840245327,12.0840530209,12.0840834642,0.552824796,0.5528004332,0.5527481728,0.5526874203,0.5526235548,0.5525589067,0.5524949269,0.5524322662,0.5523713182,0.5523123233,0.5522554248,0.5522007017,0.5521481889,0.5520978912,0.552049792,0.5520038599,0.5519600536,0.5519183248,0.551878621,0.5518408869,0.5518050661,0.5517711018,0.5517389375,0.5517085178,0.5516797874,0.5516526845,0.5516250304,0.5515968475,0.551568132,0.5515388866,0.5515091109,0.5514788007,0.5514479474,0.5514165373,0.5513845506,0.5513519609,0.5513187354,0.5512848346,0.551250212,0.5512148141,0.5511785788,0.5511414341,0.5511032946,0.5510640581,0.5510235999,0.5509817644,0.5509383515,0.5508930885,0.5508455522,0.5507947964,0.1810062734,0.1810060079,0.1810057301,0.1810054436,0.1810051512,0.1810048552,0.1810046317,0.1810044626,0.1810043358,0.1810042428,0.1810041777,0.1810041361,0.1810041145,0.1810041103,0.1810041216,0.1810041466,0.1810041839,0.1810042324,0.1810042912,0.1810043594,0.1810044362,0.181004521,0.1810046131,0.1810047119,0.1810048168,0.1810049273,0.1810050524,0.181005193,0.1810053502,0.1810055249,0.1810057182,0.1810059309,0.1810061635,0.1810064163,0.1810066888,0.1810069802,0.1810072889,0.1810076134,0.1810079521,0.1810083037,0.1810086673,0.1810090423,0.1810094289,0.1810098272,0.1810102381,0.1810106627,0.1810111026,0.1810115603,0.1810120399,0.1810125507,0,0,0,0,0,0.6040478955,0.6036391534,0.6032131004,0.6027614292,0.602315301,0.601935066,0.6016491876,0.6015427549,0.6016667374,0.6018068602,0.6016143102,0.6010613114,0.5998938515,0.5978473215,0.5948505726,0.5907628062,0.585201785,0.5779807336,0.5685302517,0.5563357439,0.5411661673,0.522604816,0.5003940787,0.4748614257,0.4455359821,0.4121861165,0.3744188462,0.3319627557,0.2849587112,0.2361624453,0.189972496,0.1501754656,0.1172236548,0.0919222085,0.0738769215,0.0614927189,0.0529685352,0.0470523098,0.0429809968,0.0402318366,0.0384258976,0.0372827307,0.0365801595,0.036179933,0.0359215345,0.3199842239,0.320143047,0.3202257363,0.3202819156,0.3203244412,0.3203585908,0.3203869174,0.3204110196,0.3204319102,0.3204502724,0.3204665891,0.3204812143,0.3204944155,0.3205063996,0.3205173298,0.3205273373,0.3205365292,0.3205449938,0.3205528048,0.3205600246,0.3205667062,0.3205728951,0.3205786308,0.3205839478,0.3205888762,0.3205934443,0.3205980284,0.3206026271,0.3206072428,0.3206118767,0.3206165302,0.3206212053,0.3206259048,0.3206306326,0.3206353941,0.3206401965,0.3206450483,0.3206499592,0.3206549397,0.3206600012,0.3206651553,0.3206704146,0.3206757929,0.320681306,0.3206869725,0.320692815,0.3206988619,0.3207051514,0.3207117424,0.3207187654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79893794
